,sky_id,fbref_player,short_team,sky_pos,sky_value,MD_1_Pts,MD_2_Pts,MD_3_Pts,MD_4_Pts,MD_5_Pts,MD_6_Pts,Total_Pts
260,3361,Justin Kluivert,BOU,MID,7.8,0.0,0.0,0.0,2.41,0.0,0.0,2.41
261,884,Ivan Toney,BRE,FOR,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,217,Michael Keane,EVE,DEF,7.3,0.55,0.0,0.9,0.0,0.0,0.0,1.4500000000000002
263,11,Joe Willock,NEW,MID,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,3416,Anel Ahmedhodzic,SHU,DEF,7.1,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
265,1404,Sergio Gómez,MCI,DEF,7.5,0.0,0.0,0.41,0.0,0.0,0.0,0.41
266,1393,Marcus Tavernier,BOU,MID,7.2,0.0,0.0,0.0,2.83,0.0,0.0,2.83
267,3366,Lyle Foster,BUR,FOR,6.6,0.0,0.0,2.35,0.0,0.0,0.0,2.35
268,44,Matt Targett,NEW,DEF,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,1238,James Hill,BOU,DEF,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,559,Hugo Lloris,TOT,GK,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,404,James Garner,EVE,MID,6.5,2.19,0.0,2.49,0.0,0.0,0.0,4.68
272,1249,Kieffer Moore,BOU,FOR,6.8,0.0,0.0,0.0,0.21,0.0,0.0,0.21
273,450,Paul Dummett,NEW,DEF,6.5,0.0,0.0,0.0,0.0,0.16,0.0,0.16
274,259,Harrison Reed,FUL,MID,7.5,0.0,0.0,0.0,0.55,0.0,0.0,0.55
275,490,George Baldock,SHU,DEF,6.9,0.0,0.0,0.33,0.0,0.0,0.0,0.33
276,530,Davinson Sánchez,TOT,DEF,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,1286,Joe Worrall,FOR,DEF,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,130,Josh Brownhill,BUR,MID,7.1,0.0,0.0,2.43,0.0,0.0,0.0,2.43
279,3363,Bart Verbruggen,BHA,GK,6.9,0.0,1.82,0.0,0.0,0.0,2.11,3.9299999999999997
280,875,Mads Roerslev,BRE,DEF,6.8,3.68,0.0,2.95,0.0,0.0,0.0,6.630000000000001
281,368,Caoimhín Kelleher,LIV,GK,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,3461,Calvin Bassey,FUL,DEF,7.5,0.0,0.0,0.0,2.2,0.0,0.0,2.2
283,1253,Boubacar Kamara,AVL,MID,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,2339,Tom Lockyer,LUT,DEF,7.1,0.0,0.0,1.99,0.0,0.0,0.0,1.99
285,3439,Milos Kerkez,BOU,DEF,6.7,0.0,0.0,0.0,1.6,0.0,0.0,1.6
286,2391,Ansu Fati,BHA,MID,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,10,Rob Holding,CRY,DEF,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,9,Emile Smith Rowe,ARS,MID,7.9,0.0,0.8,0.0,0.8,0.0,0.0,1.6
289,1284,Scott McKenna,FOR,DEF,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,1174,Philippe Coutinho,AVL,MID,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,129,Chris Wood,FOR,FOR,7.2,0.0,0.0,1.62,0.0,0.0,0.0,1.62
292,1434,Divin Mubama,WHU,FOR,6.5,0.0,0.51,0.0,0.0,0.0,0.61,1.12
293,2095,Zeki Amdouni,BUR,FOR,7.1,0.0,0.0,2.18,0.0,0.0,0.0,2.18
294,1111,Connor Roberts,BUR,DEF,7.2,0.0,0.0,0.59,0.0,0.0,0.0,0.59
295,724,Rayan Aït Nouri,WOL,DEF,7.2,1.81,0.0,2.5,0.0,0.0,0.0,4.3100000000000005
296,3207,João Gomes,WOL,MID,6.9,1.97,0.0,2.26,0.0,0.0,0.0,4.2299999999999995
297,481,Sander Berge,BUR,MID,7.0,0.0,0.0,2.18,0.0,0.0,0.0,2.18
298,727,Nathaniel Clyne,CRY,DEF,7.1,0.8,0.0,0.96,0.0,0.0,0.0,1.76
299,1441,Idrissa Gana Gueye,EVE,MID,7.4,1.79,0.0,2.03,0.0,0.0,0.0,3.82
300,720,Tosin Adarabioyo,FUL,DEF,7.0,0.0,0.0,0.0,1.67,0.0,0.0,1.67
301,686,Dean Henderson,CRY,GK,6.6,2.41,0.0,1.58,0.0,0.0,0.0,3.99
302,471,Wes Foderingham,SHU,GK,6.4,0.0,0.0,2.56,0.0,0.0,0.0,2.56
303,676,Fábio Silva,WOL,FOR,7.4,0.37,0.0,0.43,0.0,0.0,0.0,0.8
304,297,Kalvin Phillips,MCI,MID,7.1,0.26,0.0,0.33,0.0,0.0,0.0,0.5900000000000001
305,1378,Harry Toffolo,FOR,DEF,6.6,0.0,0.0,2.39,0.0,0.0,0.0,2.39
306,45,Cameron Archer,SHU,FOR,7.2,0.0,0.0,2.12,0.0,0.0,0.0,2.12
307,1889,Arnaut Danjuma,EVE,MID,7.4,0.27,0.0,0.33,0.0,0.0,0.0,0.6000000000000001
308,3365,Vitinho,BUR,DEF,6.6,0.0,0.0,1.72,0.0,0.0,0.0,1.72
309,1438,Sasa Kalajdzic,WOL,FOR,6.7,0.98,0.0,1.06,0.0,0.0,0.0,2.04
310,1735,Antoine Semenyo,BOU,MID,6.6,0.0,0.0,0.0,2.58,0.0,0.0,2.58
311,189,Vicente Guaita,CRY,GK,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,2319,Ben Doak,LIV,FOR,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,1383,Manor Solomon,TOT,MID,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,3411,Issa Kaboré,LUT,DEF,7.0,0.0,0.0,2.28,0.0,0.0,0.0,2.28
315,3269,Auston Trusty,SHU,DEF,6.5,0.0,0.0,0.11,0.0,0.0,0.0,0.11
316,3484,Beto,EVE,FOR,7.7,0.97,0.0,1.23,0.0,0.0,0.0,2.2
317,1047,Armando Broja,CHE,FOR,7.4,0.78,0.0,0.75,0.0,0.0,0.0,1.53
318,3477,Gustavo Hamer,SHU,MID,6.8,0.0,0.0,1.9,0.0,0.0,0.0,1.9
319,718,Ben Godfrey,EVE,DEF,7.1,0.49,0.0,0.59,0.0,0.0,0.0,1.08
320,3403,Amari'i Bell,LUT,DEF,7.1,0.0,0.0,1.04,0.0,0.0,0.0,1.04
321,3362,Mahmoud Dahoud,BHA,MID,7.5,0.0,1.36,0.0,0.0,0.0,1.43,2.79
322,594,Pablo Fornals,WHU,MID,7.4,0.0,0.83,0.0,0.0,0.0,1.02,1.85
323,658,Timothy Castagne,FUL,DEF,7.7,0.0,0.0,0.0,2.03,0.0,0.0,2.03
324,880,Vitaly Janelt,BRE,MID,7.3,2.38,0.0,2.26,0.0,0.0,0.0,4.64
325,255,Mario Lemina,WOL,MID,7.0,2.3,0.0,2.73,0.0,0.0,0.0,5.029999999999999
326,3184,Danilo,FOR,MID,7.0,0.0,0.0,1.25,0.0,0.0,0.0,1.25
327,1890,Ryan Gravenberch,LIV,MID,8.1,0.0,0.0,0.0,0.0,1.49,0.0,1.49
328,120,Charlie Taylor,BUR,DEF,6.8,0.0,0.0,1.43,0.0,0.0,0.0,1.43
329,696,Sergio Reguilón,MUN,DEF,7.6,0.0,0.0,1.4,0.0,0.0,0.0,1.4
330,3243,Thomas Kaminski,LUT,GK,6.3,0.0,0.0,3.36,0.0,0.0,0.0,3.36
331,885,Josh Dasilva,BRE,MID,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,1245,Ryan Christie,BOU,MID,6.7,0.0,0.0,0.0,3.0,0.0,0.0,3.0
333,1242,Chris Mepham,BOU,DEF,6.7,0.0,0.0,0.0,0.61,0.0,0.0,0.61
334,493,Oliver McBurnie,SHU,FOR,7.0,0.0,0.0,1.88,0.0,0.0,0.0,1.88
335,491,John Egan,SHU,DEF,7.1,0.0,0.0,0.16,0.0,0.0,0.0,0.16
336,1934,Jakub Kiwior,ARS,DEF,7.6,0.0,1.46,0.0,1.47,0.0,0.0,2.9299999999999997
337,654,Ola Aina,FOR,DEF,6.7,0.0,0.0,0.96,0.0,0.0,0.0,0.96
338,98,Adam Lallana,BHA,MID,6.8,0.0,1.87,0.0,0.0,0.0,1.7,3.5700000000000003
339,936,Emmanuel Dennis,FOR,FOR,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,812,Hugo Bueno,WOL,DEF,7.0,0.78,0.0,1.0,0.0,0.0,0.0,1.78
341,1237,David Brooks,BOU,MID,6.7,0.0,0.0,0.0,0.29,0.0,0.0,0.29
342,421,Brandon Williams,MUN,DEF,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,3458,Igor,BHA,DEF,7.6,0.0,3.13,0.0,0.0,0.0,4.29,7.42
344,984,Oliver Skipp,TOT,MID,6.9,0.0,1.38,0.0,1.54,0.0,0.0,2.92
345,352,Rhian Brewster,SHU,FOR,6.6,0.0,0.0,0.51,0.0,0.0,0.0,0.51
346,3432,Bénie Adama Traore,SHU,FOR,7.0,0.0,0.0,0.53,0.0,0.0,0.0,0.53
347,1450,Boubacar Traoré,WOL,MID,6.7,0.64,0.0,0.75,0.0,0.0,0.0,1.3900000000000001
348,172,Ross Barkley,LUT,MID,7.2,0.0,0.0,1.98,0.0,0.0,0.0,1.98
349,980,Tahith Chong,LUT,MID,6.8,0.0,0.0,0.88,0.0,0.0,0.0,0.88
350,526,Matt Doherty,WOL,DEF,7.5,1.0,0.0,1.3,0.0,0.0,0.0,2.3
351,360,Nathaniel Phillips,LIV,DEF,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,1231,Lloyd Kelly,BOU,DEF,6.7,0.0,0.0,0.0,0.44,0.0,0.0,0.44
353,1250,Fabio Vieira,ARS,MID,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,3183,Andrey Santos,FOR,MID,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,593,Josh Cullen,BUR,MID,7.0,0.0,0.0,0.82,0.0,0.0,0.0,0.82
356,828,Carney Chukwuemeka,CHE,MID,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,225,Séamus Coleman,EVE,DEF,7.5,0.26,0.0,0.36,0.0,0.0,0.0,0.62
358,3407,Aribim Pepple,LUT,FOR,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,1346,Stefan Bajcetic,LIV,MID,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,1307,Ryan Yates,FOR,MID,6.8,0.0,0.0,2.36,0.0,0.0,0.0,2.36
361,3172,Kevin Schade,BRE,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,155,Hakim Ziyech,CHE,MID,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,1847,Edson Álvarez,WHU,MID,7.1,0.0,2.01,0.0,0.0,0.0,2.18,4.1899999999999995
364,1050,CJ Egan-Riley,BUR,DEF,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,1407,Thilo Kehrer,WHU,DEF,7.4,0.0,0.44,0.0,0.0,0.0,0.62,1.06
366,1046,Trevoh Chalobah,CHE,DEF,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,3213,Hamed Junior Traorè,BOU,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,1282,Tyrell Malacia,MUN,DEF,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,581,Dara O'Shea,BUR,DEF,6.7,0.0,0.0,1.4,0.0,0.0,0.0,1.4
370,3420,Andre Brooks,SHU,MID,6.5,0.0,0.0,1.63,0.0,0.0,0.0,1.63
371,1692,Benoît Badiashile,CHE,DEF,8.4,4.34,0.0,4.04,0.0,0.0,0.0,8.379999999999999
372,1861,Sofyan Amrabat,MUN,MID,7.3,0.0,0.0,0.99,0.0,0.0,0.0,0.99
373,709,Wesley Fofana,CHE,DEF,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,1778,Wataru Endo,LIV,MID,7.3,0.0,0.0,0.0,0.0,1.78,0.0,1.78
375,682,Thiago Alcántara,LIV,MID,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,492,Chris Basham,SHU,DEF,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,3406,Alfie Doughty,LUT,DEF,6.9,0.0,0.0,2.38,0.0,0.0,0.0,2.38
378,3405,Pelly Ruddock Mpanzu,LUT,MID,6.7,0.0,0.0,0.53,0.0,0.0,0.0,0.53
379,3209,Felipe,FOR,DEF,6.7,0.0,0.0,1.82,0.0,0.0,0.0,1.82
380,441,Javier Manquillo,NEW,DEF,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,2077,Pablo Sarabia,WOL,MID,6.8,1.73,0.0,1.88,0.0,0.0,0.0,3.61
382,1165,Lewis Hall,NEW,MID,6.5,0.0,0.0,0.0,0.0,0.72,0.0,0.72
383,670,Jayden Bogle,SHU,DEF,6.7,0.0,0.0,0.19,0.0,0.0,0.0,0.19
384,1225,Joe Rothwell,BOU,MID,6.5,0.0,0.0,0.0,0.41,0.0,0.0,0.41
385,214,Mason Holgate,EVE,DEF,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,845,Jesuran Rak Sakyi,CRY,MID,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,3187,Noni Madueke,CHE,MID,7.9,0.57,0.0,0.59,0.0,0.0,0.0,1.16
388,150,Callum Hudson-Odoi,FOR,MID,7.7,0.0,0.0,1.22,0.0,0.0,0.0,1.22
389,419,Donny van de Beek,MUN,MID,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,3398,Cauley Woodrow,LUT,FOR,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,1319,Moussa Niakhate,FOR,DEF,6.6,0.0,0.0,1.85,0.0,0.0,0.0,1.85
392,1,Calum Chambers,AVL,DEF,7.3,0.0,0.0,0.49,0.0,0.0,0.0,0.49
393,668,Max Lowe,SHU,DEF,6.7,0.0,0.0,0.2,0.0,0.0,0.0,0.2
394,3367,Ameen Al-Dakhil,BUR,DEF,6.6,0.0,0.0,0.21,0.0,0.0,0.0,0.21
395,321,Jonny Evans,MUN,DEF,7.7,0.0,0.0,2.65,0.0,0.0,0.0,2.65
396,2068,Saša Lukić,FUL,MID,6.5,0.0,0.0,0.0,0.36,0.0,0.0,0.36
397,3386,Chiedozie Ogbene,LUT,FOR,6.8,0.0,0.0,1.85,0.0,0.0,0.0,1.85
398,1234,Jaidon Anthony,BOU,MID,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,3400,Admiral Muskwe,LUT,FOR,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,475,Jack Robinson,SHU,DEF,6.7,0.0,0.0,-0.15,0.0,0.0,0.0,-0.15
401,878,Shandon Baptiste,BRE,MID,6.5,2.21,0.0,1.34,0.0,0.0,0.0,3.55
402,728,Robin Olsen,AVL,GK,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,291,Jack Harrison,EVE,MID,7.7,2.51,0.0,2.99,0.0,0.0,0.0,5.5
404,33,Cédric Soares,ARS,DEF,7.2,0.0,0.32,0.0,0.4,0.0,0.0,0.72
405,3473,Jacob Brown,LUT,FOR,6.5,0.0,0.0,1.77,0.0,0.0,0.0,1.77
406,260,Jay Stansfield,FUL,FOR,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,1233,Adam Smith,BOU,DEF,6.9,0.0,0.0,0.0,0.74,0.0,0.0,0.74
408,507,Fraser Forster,TOT,GK,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,694,Bertrand Traoré,AVL,MID,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,3372,Scott Twine,BUR,MID,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,1278,Stefan Ortega,MCI,GK,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,484,Oliver Norwood,SHU,MID,7.0,0.0,0.0,1.9,0.0,0.0,0.0,1.9
413,1392,Orel Mangala,FOR,MID,6.7,0.0,0.0,1.75,0.0,0.0,0.0,1.75
414,555,Giovani Lo Celso,TOT,MID,7.6,0.0,1.89,0.0,3.54,0.0,0.0,5.43
415,861,William Osula,SHU,FOR,6.6,0.0,0.0,0.69,0.0,0.0,0.0,0.69
416,2414,Anass Zaroury,BUR,MID,7.0,0.0,0.0,0.16,0.0,0.0,0.0,0.16
417,26,Reiss Nelson,ARS,MID,6.8,0.0,0.38,0.0,0.38,0.0,0.0,0.76
418,958,Will Hughes,CRY,MID,6.6,1.82,0.0,1.7,0.0,0.0,0.0,3.52
419,3370,Enock Agyei,BUR,MID,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,1401,Mikkel Damsgaard,BRE,MID,6.9,2.28,0.0,1.83,0.0,0.0,0.0,4.109999999999999
421,597,Ben Johnson,WHU,DEF,7.2,0.0,0.28,0.0,0.0,0.0,0.4,0.68
422,265,Tom Cairney,FUL,MID,6.7,0.0,0.0,0.0,2.05,0.0,0.0,2.05
423,463,Jonjo Shelvey,FOR,MID,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,3151,Facundo Buonanotte,BHA,MID,7.0,0.0,1.3,0.0,0.0,0.0,1.13,2.4299999999999997
425,963,Ryan John Giles,LUT,DEF,6.9,0.0,0.0,0.3,0.0,0.0,0.0,0.3
426,617,Leander Dendoncker,AVL,MID,6.7,0.0,0.0,1.08,0.0,0.0,0.0,1.08
427,1387,Chris Richards,CRY,DEF,7.0,1.99,0.0,2.25,0.0,0.0,0.0,4.24
428,137,Malang Sarr,CHE,DEF,7.3,0.21,0.0,0.21,0.0,0.0,0.0,0.42
429,3471,Vinicius Souza,SHU,MID,6.7,0.0,0.0,1.87,0.0,0.0,0.0,1.87
430,3375,Denis Franchi,BUR,GK,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,3376,Benson Manuel,BUR,MID,7.0,0.0,0.0,0.19,0.0,0.0,0.0,0.19
432,1160,Jarrell Quansah,LIV,DEF,7.0,0.0,0.0,0.0,0.0,0.59,0.0,0.59
433,1004,Nuno Tavares,FOR,DEF,7.1,0.0,0.0,0.17,0.0,0.0,0.0,0.17
434,1302,Harry Arter,FOR,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,1216,Dara Costelloe,BUR,FOR,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,532,Japhet Tanganga,TOT,DEF,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,529,Dele Alli,EVE,MID,7.4,0.21,0.0,0.36,0.0,0.0,0.0,0.57
438,1266,Rodrigo Muniz,FUL,FOR,6.7,0.0,0.0,0.0,0.49,0.0,0.0,0.49
439,1028,Frank Onyeka,BRE,MID,6.5,0.0,0.0,1.99,0.0,0.0,0.0,1.99
440,1322,Flynn Downes,WHU,MID,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,916,Max Aarons,BOU,DEF,6.7,0.0,0.0,0.0,1.58,0.0,0.0,1.58
442,384,Scott Carson,MCI,GK,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,1579,Luca Koleosho,BUR,MID,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,1308,Giulian Biancone,FOR,DEF,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,1074,Lewis Dobbin,EVE,FOR,6.5,0.52,0.0,0.64,0.0,0.0,0.0,1.1600000000000001
446,740,Folarin Balogun,ARS,FOR,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,663,Ryan Fraser,NEW,MID,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448,338,Divock Origi,FOR,FOR,7.3,0.0,0.0,1.16,0.0,0.0,0.0,1.16
449,188,Wayne Hennessey,FOR,GK,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,117,Jóhann Berg Guðmundsson,BUR,MID,7.0,0.0,0.0,1.61,0.0,0.0,0.0,1.61
451,707,Andi Zeqiri,BHA,FOR,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,1385,Kevin Mbabu,FUL,DEF,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,1382,Joseph Hodge,WOL,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,161,Ian Maatsen,CHE,MID,7.5,0.72,0.0,0.61,0.0,0.0,0.0,1.33
455,1365,Djed Spence,TOT,DEF,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,874,Charlie Goode,BRE,DEF,6.5,0.48,0.0,0.5,0.0,0.0,0.0,0.98
457,342,Adrián,LIV,GK,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,1201,Rodrigo Bentancur,TOT,MID,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,3390,Mads Juel Andersen,LUT,DEF,6.9,0.0,0.0,0.18,0.0,0.0,0.0,0.18
460,453,Emil Krafth,NEW,DEF,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,549,Tanguy Ndombele,TOT,MID,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,1059,James Mcatee,SHU,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,553,Ryan Sessegnon,TOT,DEF,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,3504,Ibrahim Sangaré,FOR,MID,7.1,0.0,0.0,0.96,0.0,0.0,0.0,0.96
465,444,Mark Gillespie,NEW,GK,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,428,Eric Bailly,MUN,DEF,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,671,Brandon Austin,TOT,GK,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,683,Arijanet Muric,BUR,GK,6.5,0.0,0.0,0.34,0.0,0.0,0.0,0.34
469,1348,Keane Lewis-Potter,BRE,MID,7.2,3.57,0.0,2.8,0.0,0.0,0.0,6.369999999999999
470,3401,Jordan Clark,LUT,MID,6.8,0.0,0.0,0.43,0.0,0.0,0.0,0.43
471,3186,Dango Ouattara,BOU,MID,6.8,0.0,0.0,0.0,0.72,0.0,0.0,0.72
472,3214,Naouirou Ahamada,CRY,MID,6.5,0.76,0.0,0.84,0.0,0.0,0.0,1.6
473,1104,Maxwel Cornet,WHU,MID,7.2,0.0,0.21,0.0,0.0,0.0,0.36,0.57
474,1463,Kobbie Mainoo,MUN,MID,7.0,0.0,0.0,0.58,0.0,0.0,0.0,0.58
475,3196,Jhon Durán,AVL,MID,6.7,0.0,0.0,0.37,0.0,0.0,0.0,0.37
476,504,Nathan Redmond,BUR,MID,7.1,0.0,0.0,0.48,0.0,0.0,0.0,0.48
477,3508,Nicolás Domínguez,FOR,MID,7.5,0.0,0.0,1.14,0.0,0.0,0.0,1.14
478,1246,Lewis Cook,BOU,MID,6.7,0.0,0.0,0.0,2.13,0.0,0.0,2.13
479,3378,Hjalmar Ekdal,BUR,DEF,6.6,0.0,0.0,0.4,0.0,0.0,0.0,0.4
480,3201,Daniel Bentley,WOL,GK,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,3389,Luke Freeman,LUT,MID,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482,2395,Hwang Ui-jo,FOR,FOR,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,3470,Alejo Véliz,TOT,FOR,7.2,0.0,0.66,0.0,0.87,0.0,0.0,1.53
484,3387,Reece Burke,LUT,DEF,6.6,0.0,0.0,0.56,0.0,0.0,0.0,0.56
485,3415,Ismaila Cheick Coulibaly,SHU,MID,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,3409,Allan Campbell,LUT,MID,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,197,Cheikhou Kouyaté,FOR,MID,6.8,0.0,0.0,1.92,0.0,0.0,0.0,1.92
488,431,Teden Mengi,LUT,DEF,7.7,0.0,0.0,1.98,0.0,0.0,0.0,1.98
489,3404,Dan Potts,LUT,DEF,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,6,Mohamed Elneny,ARS,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,628,Jonny Castro,WOL,DEF,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,3495,Odisseas Vlachodimos,FOR,GK,6.3,0.0,0.0,0.63,0.0,0.0,0.0,0.63
493,3408,James Shea,LUT,GK,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,730,Facundo Pellistri,MUN,MID,6.5,0.0,0.0,0.72,0.0,0.0,0.0,0.72
495,615,Ryan Fredericks,BOU,DEF,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,3478,Wilson Odobert,BUR,FOR,6.5,0.0,0.0,0.98,0.0,0.0,0.0,0.98
497,882,Mads Bech Sørensen,BRE,DEF,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,1027,Albert Sambi Lokonga,LUT,MID,6.8,0.0,0.0,1.6,0.0,0.0,0.0,1.6
499,729,Terence Kongolo,FUL,DEF,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,1309,Alexander Mighten,FOR,MID,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,473,Ben Osborn,SHU,MID,6.7,0.0,0.0,0.6,0.0,0.0,0.0,0.6
502,763,Jakub Moder,BHA,MID,6.7,0.0,0.46,0.0,0.0,0.0,0.51,0.97
503,356,Loris Karius,NEW,GK,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,1468,Gonzalo Montiel,FOR,DEF,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,3479,Nicolò Zaniolo,AVL,MID,7.2,0.0,0.0,1.35,0.0,0.0,0.0,1.35
506,180,Andros Townsend,LUT,MID,6.9,0.0,0.0,1.43,0.0,0.0,0.0,1.43
507,3505,Jean-Ricner Bellegarde,WOL,MID,6.6,1.19,0.0,1.33,0.0,0.0,0.0,2.52
508,524,Michael Obafemi,BUR,FOR,6.7,0.0,0.0,0.28,0.0,0.0,0.0,0.28
509,1325,Clément Lenglet,AVL,DEF,7.7,0.0,0.0,0.92,0.0,0.0,0.0,0.92
510,3491,Murillo,FOR,MID,7.0,0.0,0.0,2.07,0.0,0.0,0.0,2.07
511,586,Darren Randolph,BOU,GK,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
512,3402,Gabriel Osho,LUT,DEF,6.9,0.0,0.0,1.96,0.0,0.0,0.0,1.96
513,38,Kortney Hause,AVL,DEF,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,47,Tom Heaton,MUN,GK,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,443,Isaac Hayden,NEW,MID,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,838,Jaden Philogene Bidace,AVL,MID,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,739,Karl Jakob Hein,ARS,GK,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518,75,Steven Alzate,BHA,MID,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,821,Thomas Mcgill,BHA,GK,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
